zipcode,GEOID20,weather_name,cwa,area_m2
15219,15219,Allegheny,PBZ,5699601
15222,15222,Allegheny,PBZ,2294167
15232,15232,Allegheny,PBZ,2118982
15142,15142,Allegheny,PBZ,5831599
15071,15071,Allegheny,PBZ,47541737
15019,15019,Allegheny,PBZ,60078774
15275,15275,Allegheny,PBZ,896708
15126,15126,Allegheny,PBZ,51113583
15108,15108,Allegheny,PBZ,102369680
15225,15225,Allegheny,PBZ,3965383
15026,15026,Allegheny,PBZ,89526004
15208,15208,Allegheny,PBZ,3880154
15204,15204,Allegheny,PBZ,4869902
15290,15290,Allegheny,PBZ,103398
15233,15233,Allegheny,PBZ,3383693
15224,15224,Allegheny,PBZ,3952452
15136,15136,Allegheny,PBZ,27837372
15206,15206,Allegheny,PBZ,12338334
15212,15212,Allegheny,PBZ,15015430
15201,15201,Allegheny,PBZ,4986115
15214,15214,Allegheny,PBZ,11922429
15668,15668,Allegheny,PBZ,57980427
15051,15051,Allegheny,PBZ,1232397
15068,15068,Allegheny,PBZ,117688673
15024,15024,Allegheny,PBZ,45449867
15030,15030,Allegheny,PBZ,3890065
15075,15075,Allegheny,PBZ,71124
15014,15014,Allegheny,PBZ,1263338
15084,15084,Allegheny,PBZ,74959154
15076,15076,Allegheny,PBZ,3235885
15006,15006,Allegheny,PBZ,625458
15065,15065,Allegheny,PBZ,32266270
15218,15218,Allegheny,PBZ,5936119
15146,15146,Allegheny,PBZ,50821547
15221,15221,Allegheny,PBZ,16085044
15235,15235,Allegheny,PBZ,38365843
15239,15239,Allegheny,PBZ,42325912
15147,15147,Allegheny,PBZ,25930060
15139,15139,Allegheny,PBZ,4979257
15238,15238,Allegheny,PBZ,40881707
15144,15144,Allegheny,PBZ,5383114
15049,15049,Allegheny,PBZ,1452153
15209,15209,Allegheny,PBZ,12479885
15202,15202,Allegheny,PBZ,11599143
15223,15223,Allegheny,PBZ,4824630
15215,15215,Allegheny,PBZ,16027971
15229,15229,Allegheny,PBZ,10478011
15116,15116,Allegheny,PBZ,19965117
15237,15237,Allegheny,PBZ,62290423
15101,15101,Allegheny,PBZ,55611786
15090,15090,Allegheny,PBZ,56637627
15015,15015,Allegheny,PBZ,2416424
15046,15046,Allegheny,PBZ,5417042
15056,15056,Allegheny,PBZ,2454570
15143,15143,Allegheny,PBZ,95598836
15001,15001,Allegheny,PBZ,156301798
15003,15003,Allegheny,PBZ,15495665
15005,15005,Allegheny,PBZ,41752425
15044,15044,Allegheny,PBZ,101138325
15007,15007,Allegheny,PBZ,1037751
15086,15086,Allegheny,PBZ,4825441
16046,16046,Allegheny,PBZ,59110319
16059,16059,Allegheny,PBZ,67795837
16066,16066,Allegheny,PBZ,57924308
16056,16056,Allegheny,PBZ,54464427
16055,16055,Allegheny,PBZ,99742757
16229,16229,Allegheny,PBZ,69528880
15681,15681,Armstrong,PBZ,137867583
15613,15613,Armstrong,PBZ,149979767
15618,15618,Armstrong,PBZ,75580191
16055,16055,Armstrong,PBZ,99742757
16034,16034,Armstrong,PBZ,48656504
16025,16025,Armstrong,PBZ,141578394
16041,16041,Armstrong,PBZ,75216308
15673,15673,Armstrong,PBZ,1399569
15629,15629,Armstrong,PBZ,326737
15686,15686,Armstrong,PBZ,28549408
15641,15641,Armstrong,PBZ,622692
15656,15656,Armstrong,PBZ,82533663
15690,15690,Armstrong,PBZ,68221576
15774,15774,Armstrong,PBZ,141663989
15682,15682,Armstrong,PBZ,6987951
15736,15736,Armstrong,PBZ,5090715
15732,15732,Armstrong,PBZ,76801597
15747,15747,Armstrong,PBZ,81668797
16250,16250,Armstrong,PBZ,11601165
16229,16229,Armstrong,PBZ,69528880
16226,16226,Armstrong,PBZ,151660273
16212,16212,Armstrong,PBZ,1133647
16249,16249,Armstrong,PBZ,67150596
16228,16228,Armstrong,PBZ,196837
16236,16236,Armstrong,PBZ,170195
16238,16238,Armstrong,PBZ,260937
16201,16201,Armstrong,PBZ,290667109
16263,16263,Armstrong,PBZ,9525614
16262,16262,Armstrong,PBZ,87647756
16211,16211,Armstrong,PBZ,2667035
16244,16244,Armstrong,PBZ,4864211
16256,16256,Armstrong,PBZ,99683241
16222,16222,Armstrong,PBZ,158127583
15778,15778,Armstrong,PBZ,1813397
16210,16210,Armstrong,PBZ,57935721
16218,16218,Armstrong,PBZ,70258406
16259,16259,Armstrong,PBZ,116658481
16253,16253,Armstrong,PBZ,982644
16028,16028,Armstrong,PBZ,40141667
16223,16223,Armstrong,PBZ,3961163
16242,16242,Armstrong,PBZ,242299689
16248,16248,Armstrong,PBZ,146691250
16245,16245,Armstrong,PBZ,3387189
16230,16230,Armstrong,PBZ,2653945
16240,16240,Armstrong,PBZ,138742284
16224,16224,Armstrong,PBZ,50389161
16036,16036,Armstrong,PBZ,5674272
16049,16049,Armstrong,PBZ,235140968
15021,15021,Beaver,PBZ,238696140
15019,15019,Beaver,PBZ,60078774
15126,15126,Beaver,PBZ,51113583
15026,15026,Beaver,PBZ,89526004
15050,15050,Beaver,PBZ,61035377
15046,15046,Beaver,PBZ,5417042
15043,15043,Beaver,PBZ,82363480
15056,15056,Beaver,PBZ,2454570
15143,15143,Beaver,PBZ,95598836
15081,15081,Beaver,PBZ,802771
15001,15001,Beaver,PBZ,156301798
15003,15003,Beaver,PBZ,15495665
15077,15077,Beaver,PBZ,2167953
15005,15005,Beaver,PBZ,41752425
15061,15061,Beaver,PBZ,44775111
16066,16066,Beaver,PBZ,57924308
15027,15027,Beaver,PBZ,3586171
15052,15052,Beaver,PBZ,49380674
15059,15059,Beaver,PBZ,37915776
15042,15042,Beaver,PBZ,43770540
15009,15009,Beaver,PBZ,60366348
15074,15074,Beaver,PBZ,38510924
15066,15066,Beaver,PBZ,56046229
16063,16063,Beaver,PBZ,43926192
15010,15010,Beaver,PBZ,132220228
16115,16115,Beaver,PBZ,102832983
16123,16123,Beaver,PBZ,56768841
16136,16136,Beaver,PBZ,1910109
16037,16037,Beaver,PBZ,89222346
16141,16141,Beaver,PBZ,55327351
16117,16117,Beaver,PBZ,94250982
16157,16157,Beaver,PBZ,64789906
16120,16120,Beaver,PBZ,86514181
16634,16634,Bedford,CTP,8514304
16678,16678,Bedford,CTP,125463265
16657,16657,Bedford,CTP,128470368
16631,16631,Bedford,CTP,1349367
16625,16625,Bedford,CTP,82966998
16662,16662,Bedford,CTP,139466950
15955,15955,Bedford,CTP,88123964
16673,16673,Bedford,CTP,89054580
17267,17267,Bedford,CTP,251007877
15536,15536,Bedford,CTP,86059608
17211,17211,Bedford,CTP,73429557
15545,15545,Bedford,CTP,124583810
15535,15535,Bedford,CTP,399838230
15534,15534,Bedford,CTP,135023354
15522,15522,Bedford,CTP,486028974
15537,15537,Bedford,CTP,291461245
15550,15550,Bedford,CTP,138643184
15926,15926,Bedford,CTP,82080499
15559,15559,Bedford,CTP,120323256
15924,15924,Bedford,CTP,68429046
15533,15533,Bedford,CTP,80935608
16691,16691,Bedford,CTP,74448004
16689,16689,Bedford,CTP,45097928
16650,16650,Bedford,CTP,120803856
16679,16679,Bedford,CTP,58744261
16633,16633,Bedford,CTP,381946
16672,16672,Bedford,CTP,10789709
16694,16694,Bedford,CTP,10772456
15538,15538,Bedford,CTP,176531210
15530,15530,Bedford,CTP,224814173
15554,15554,Bedford,CTP,89810414
15539,15539,Bedford,CTP,3103683
16659,16659,Bedford,CTP,4248217
16664,16664,Bedford,CTP,103958936
16667,16667,Bedford,CTP,46736151
16695,16695,Bedford,CTP,35626850
15521,15521,Bedford,CTP,96840113
15963,15963,Bedford,CTP,234201783
16670,16670,Bedford,CTP,1667471
16655,16655,Bedford,CTP,83834567
15946,15946,Bedford,CTP,126446952
17555,17555,Berks,PHI,85719766
19520,19520,Berks,PHI,97219658
19543,19543,Berks,PHI,55485137
19523,19523,Berks,PHI,2616038
19465,19465,Berks,PHI,92047414
19464,19464,Berks,PHI,66403351
19518,19518,Berks,PHI,92731625
19525,19525,Berks,PHI,44279084
19545,19545,Berks,PHI,56567
19512,19512,Berks,PHI,112077209
19505,19505,Berks,PHI,20432867
19540,19540,Berks,PHI,91186001
19501,19501,Berks,PHI,2531162
19508,19508,Berks,PHI,105335105
17569,17569,Berks,PHI,42904838
19607,19607,Berks,PHI,29057116
19608,19608,Berks,PHI,68120288
19602,19602,Berks,PHI,5285749
19611,19611,Berks,PHI,5268331
19609,19609,Berks,PHI,5947252
19606,19606,Berks,PHI,69026979
17073,17073,Berks,PHI,73714103
19551,19551,Berks,PHI,65612237
17067,17067,Berks,PHI,122021390
19567,19567,Berks,PHI,58750516
19535,19535,Berks,PHI,1963153
19610,19610,Berks,PHI,18356073
19565,19565,Berks,PHI,46644803
19604,19604,Berks,PHI,6460535
19601,19601,Berks,PHI,9743219
19547,19547,Berks,PHI,73910764
19560,19560,Berks,PHI,24175906
19605,19605,Berks,PHI,45550431
19533,19533,Berks,PHI,44703402
19510,19510,Berks,PHI,13336651
17087,17087,Berks,PHI,33008912
19544,19544,Berks,PHI,452389
19550,19550,Berks,PHI,4020657
19506,19506,Berks,PHI,164035895
17026,17026,Berks,PHI,63191922
19507,19507,Berks,PHI,105172324
19559,19559,Berks,PHI,1498336
17963,17963,Berks,PHI,216865030
17922,17922,Berks,PHI,80035984
19522,19522,Berks,PHI,120636644
19541,19541,Berks,PHI,56162980
19536,19536,Berks,PHI,962190
19516,19516,Berks,PHI,232649
19555,19555,Berks,PHI,38668406
19554,19554,Berks,PHI,1159381
19564,19564,Berks,PHI,848548
19530,19530,Berks,PHI,141426645
19526,19526,Berks,PHI,148876205
19534,19534,Berks,PHI,64876123
17972,17972,Berks,PHI,125902894
19549,19549,Berks,PHI,1972447
17961,17961,Berks,PHI,66364405
19529,19529,Berks,PHI,138576969
17960,17960,Berks,PHI,135760561
19504,19504,Berks,PHI,60046334
19503,19503,Berks,PHI,4172450
18041,18041,Berks,PHI,32922103
18070,18070,Berks,PHI,8185838
18056,18056,Berks,PHI,2963607
18092,18092,Berks,PHI,38908889
18011,18011,Berks,PHI,44332961
19511,19511,Berks,PHI,791243
19539,19539,Berks,PHI,56025131
18062,18062,Berks,PHI,54351633
19562,19562,Berks,PHI,2956263
19538,19538,Berks,PHI,1210321
18031,18031,Berks,PHI,36068605
16678,16678,Blair,CTP,125463265
16657,16657,Blair,CTP,128470368
16631,16631,Blair,CTP,1349367
16682,16682,Blair,CTP,199680
16625,16625,Blair,CTP,82966998
16662,16662,Blair,CTP,139466950
16673,16673,Blair,CTP,89054580
16647,16647,Blair,CTP,66031437
16693,16693,Blair,CTP,199823659
16652,16652,Blair,CTP,449852796
16611,16611,Blair,CTP,117069175
16686,16686,Blair,CTP,380481485
16877,16877,Blair,CTP,73187663
16664,16664,Blair,CTP,103958936
16667,16667,Blair,CTP,46736151
16655,16655,Blair,CTP,83834567
16637,16637,Blair,CTP,50775917
15946,15946,Blair,CTP,126446952
16665,16665,Blair,CTP,1208956
16635,16635,Blair,CTP,147024044
15938,15938,Blair,CTP,62268173
16648,16648,Blair,CTP,155518542
16630,16630,Blair,CTP,14764171
16641,16641,Blair,CTP,33663732
16602,16602,Blair,CTP,38025947
16613,16613,Blair,CTP,81089958
16601,16601,Blair,CTP,219742039
16636,16636,Blair,CTP,73037783
16617,16617,Blair,CTP,3832125
16684,16684,Blair,CTP,113559
16639,16639,Blair,CTP,121985319
16680,16680,Blair,CTP,19062395
16870,16870,Blair,CTP,186955821
16866,16866,Blair,CTP,406780640
18614,18614,Bradford,BGM,397671821
18629,18629,Bradford,BGM,206248544
18833,18833,Bradford,BGM,248507260
18846,18846,Bradford,BGM,59460802
18616,18616,Bradford,BGM,173642374
17768,17768,Bradford,BGM,78731230
17765,17765,Bradford,BGM,236134828
16932,16932,Bradford,BGM,51348920
16936,16936,Bradford,BGM,123192145
17724,17724,Bradford,BGM,283411372
18832,18832,Bradford,BGM,153262932
16910,16910,Bradford,BGM,318317
16926,16926,Bradford,BGM,67399728
16947,16947,Bradford,BGM,291297701
18814,18814,Bradford,BGM,2009335
16914,16914,Bradford,BGM,200478005
18817,18817,Bradford,BGM,1946598
18831,18831,Bradford,BGM,82706345
16925,16925,Bradford,BGM,199096360
18623,18623,Bradford,BGM,149391967
18853,18853,Bradford,BGM,276062538
18848,18848,Bradford,BGM,287257506
18845,18845,Bradford,BGM,28205155
18854,18854,Bradford,BGM,60110219
18829,18829,Bradford,BGM,63384064
18850,18850,Bradford,BGM,161444793
18837,18837,Bradford,BGM,225203799
18810,18810,Bradford,BGM,122893580
18851,18851,Bradford,BGM,70242825
18828,18828,Bradford,BGM,18740655
18818,18818,Bradford,BGM,108080505
18830,18830,Bradford,BGM,60761149
18840,18840,Bradford,BGM,106696239
18915,18915,Upper Bucks,PHI,3107538
19440,19440,Upper Bucks,PHI,29364489
18964,18964,Upper Bucks,PHI,24480882
18932,18932,Upper Bucks,PHI,3371575
18927,18927,Upper Bucks,PHI,1028679
18969,18969,Upper Bucks,PHI,42449511
18914,18914,Upper Bucks,PHI,45589389
18901,18901,Upper Bucks,PHI,54314522
18923,18923,Upper Bucks,PHI,4673222
18902,18902,Upper Bucks,PHI,70125967
18938,18938,Upper Bucks,PHI,105915128
18917,18917,Upper Bucks,PHI,1941077
18913,18913,Upper Bucks,PHI,3743680
18073,18073,Upper Bucks,PHI,46674932
18962,18962,Upper Bucks,PHI,379709
18054,18054,Upper Bucks,PHI,43881112
18960,18960,Upper Bucks,PHI,49339878
18944,18944,Upper Bucks,PHI,117694101
18970,18970,Upper Bucks,PHI,1065039
18935,18935,Upper Bucks,PHI,545417
18951,18951,Upper Bucks,PHI,185668270
18955,18955,Upper Bucks,PHI,7164491
18036,18036,Upper Bucks,PHI,75572133
18041,18041,Upper Bucks,PHI,32922103
18933,18933,Upper Bucks,PHI,1617774
18947,18947,Upper Bucks,PHI,65204867
18950,18950,Upper Bucks,PHI,1371098
18942,18942,Upper Bucks,PHI,52495184
18920,18920,Upper Bucks,PHI,10007157
18972,18972,Upper Bucks,PHI,59889927
18921,18921,Upper Bucks,PHI,953903
18930,18930,Upper Bucks,PHI,48155420
18042,18042,Upper Bucks,PHI,57273376
18081,18081,Upper Bucks,PHI,1325947
18077,18077,Upper Bucks,PHI,34761670
18015,18015,Upper Bucks,PHI,60062777
18055,18055,Upper Bucks,PHI,51757324
15084,15084,Butler,PBZ,74959154
15065,15065,Butler,PBZ,32266270
15005,15005,Butler,PBZ,41752425
15044,15044,Butler,PBZ,101138325
15086,15086,Butler,PBZ,4825441
16046,16046,Butler,PBZ,59110319
16059,16059,Butler,PBZ,67795837
16066,16066,Butler,PBZ,57924308
16024,16024,Butler,PBZ,859681
16033,16033,Butler,PBZ,79625362
16053,16053,Butler,PBZ,55446790
16027,16027,Butler,PBZ,2086717
15042,15042,Butler,PBZ,43770540
15074,15074,Butler,PBZ,38510924
16063,16063,Butler,PBZ,43926192
16056,16056,Butler,PBZ,54464427
16055,16055,Butler,PBZ,99742757
16023,16023,Butler,PBZ,67665489
16002,16002,Butler,PBZ,189876258
16034,16034,Butler,PBZ,48656504
16029,16029,Butler,PBZ,2009191
16025,16025,Butler,PBZ,141578394
16041,16041,Butler,PBZ,75216308
16061,16061,Butler,PBZ,110682815
16050,16050,Butler,PBZ,53806944
16037,16037,Butler,PBZ,89222346
16051,16051,Butler,PBZ,103145352
16045,16045,Butler,PBZ,1566775
16052,16052,Butler,PBZ,46729874
16001,16001,Butler,PBZ,196364054
16057,16057,Butler,PBZ,229652141
16035,16035,Butler,PBZ,2257056
16127,16127,Butler,PBZ,189616968
16038,16038,Butler,PBZ,118885927
16229,16229,Butler,PBZ,69528880
16262,16262,Butler,PBZ,87647756
16048,16048,Butler,PBZ,6445944
16022,16022,Butler,PBZ,1948958
16049,16049,Butler,PBZ,235140968
16040,16040,Butler,PBZ,49957869
16020,16020,Butler,PBZ,70366526
16030,16030,Butler,PBZ,2746676
16373,16373,Butler,PBZ,209357598
15934,15934,Cambria,CTP,330398
15930,15930,Cambria,CTP,1094827
15952,15952,Cambria,CTP,8585262
15955,15955,Cambria,CTP,88123964
15921,15921,Cambria,CTP,672189
16686,16686,Cambria,CTP,380481485
15521,15521,Cambria,CTP,96840113
15963,15963,Cambria,CTP,234201783
16655,16655,Cambria,CTP,83834567
15928,15928,Cambria,CTP,16296975
15905,15905,Cambria,CTP,107555404
15904,15904,Cambria,CTP,74835058
15902,15902,Cambria,CTP,24364093
15901,15901,Cambria,CTP,3951981
15945,15945,Cambria,CTP,401231
15944,15944,Cambria,CTP,168646604
15951,15951,Cambria,CTP,3815497
15956,15956,Cambria,CTP,21311701
15946,15946,Cambria,CTP,126446952
15962,15962,Cambria,CTP,631509
15958,15958,Cambria,CTP,47899503
15942,15942,Cambria,CTP,44699407
15925,15925,Cambria,CTP,207679
16635,16635,Cambria,CTP,147024044
15906,15906,Cambria,CTP,70607708
15909,15909,Cambria,CTP,46009300
15954,15954,Cambria,CTP,52476355
15961,15961,Cambria,CTP,43854724
15938,15938,Cambria,CTP,62268173
16699,16699,Cambria,CTP,164936
16630,16630,Cambria,CTP,14764171
15948,15948,Cambria,CTP,1596198
15931,15931,Cambria,CTP,210701815
16641,16641,Cambria,CTP,33663732
15940,15940,Cambria,CTP,63288247
16613,16613,Cambria,CTP,81089958
15943,15943,Cambria,CTP,54516272
15960,15960,Cambria,CTP,2714725
15922,15922,Cambria,CTP,581393
15748,15748,Cambria,CTP,188373040
15957,15957,Cambria,CTP,14692067
15927,15927,Cambria,CTP,13354684
16601,16601,Cambria,CTP,219742039
16624,16624,Cambria,CTP,7522816
15722,15722,Cambria,CTP,58528916
16636,16636,Cambria,CTP,73037783
15737,15737,Cambria,CTP,2643599
15773,15773,Cambria,CTP,3967238
15714,15714,Cambria,CTP,86400050
15775,15775,Cambria,CTP,3648918
15762,15762,Cambria,CTP,33186837
15760,15760,Cambria,CTP,3663526
16668,16668,Cambria,CTP,137401842
16646,16646,Cambria,CTP,46943909
16619,16619,Cambria,CTP,1253771
16639,16639,Cambria,CTP,121985319
16675,16675,Cambria,CTP,6361397
15738,15738,Cambria,CTP,6601599
16640,16640,Cambria,CTP,36019709
15724,15724,Cambria,CTP,106678327
16627,16627,Cambria,CTP,83701845
16680,16680,Cambria,CTP,19062395
16692,16692,Cambria,CTP,51170718
15753,15753,Cambria,CTP,98028926
16845,16845,Cameron,CTP,258466548
17778,17778,Cameron,CTP,190331220
15861,15861,Cameron,CTP,164690435
17764,17764,Cameron,CTP,421780174
15832,15832,Cameron,CTP,291132129
15834,15834,Cameron,CTP,528316649
16720,16720,Cameron,CTP,697416354
16836,16836,Cameron,CTP,320381811
15868,15868,Cameron,CTP,357313788
15821,15821,Cameron,CTP,86786561
15857,15857,Cameron,CTP,260198991
15870,15870,Cameron,CTP,297287295
16749,16749,Cameron,CTP,480842605
16041,16041,Clarion,PBZ,75216308
16218,16218,Clarion,PBZ,70258406
16259,16259,Clarion,PBZ,116658481
16028,16028,Clarion,PBZ,40141667
16242,16242,Clarion,PBZ,242299689
16248,16248,Clarion,PBZ,146691250
16213,16213,Clarion,PBZ,309735
16255,16255,Clarion,PBZ,105058196
16245,16245,Clarion,PBZ,3387189
16230,16230,Clarion,PBZ,2653945
16240,16240,Clarion,PBZ,138742284
16224,16224,Clarion,PBZ,50389161
15864,15864,Clarion,PBZ,100398971
15829,15829,Clarion,PBZ,82656488
16258,16258,Clarion,PBZ,95137983
15860,15860,Clarion,PBZ,347892291
16217,16217,Clarion,PBZ,19388009
15828,15828,Clarion,PBZ,63180347
16233,16233,Clarion,PBZ,94043096
16036,16036,Clarion,PBZ,5674272
16054,16054,Clarion,PBZ,4246975
16214,16214,Clarion,PBZ,124168880
16232,16232,Clarion,PBZ,153991580
16254,16254,Clarion,PBZ,122174475
16331,16331,Clarion,PBZ,4672978
16334,16334,Clarion,PBZ,17542118
16235,16235,Clarion,PBZ,75813620
16319,16319,Clarion,PBZ,93627449
16326,16326,Clarion,PBZ,17696871
16332,16332,Clarion,PBZ,10220672
16364,16364,Clarion,PBZ,87937653
16361,16361,Clarion,PBZ,5836035
16353,16353,Clarion,PBZ,386272075
16260,16260,Clarion,PBZ,33441776
16220,16220,Clarion,PBZ,12821470
16239,16239,Clarion,PBZ,490817319
16049,16049,Clarion,PBZ,235140968
16373,16373,Clarion,PBZ,209357598
16686,16686,Clearfield,CTP,380481485
16845,16845,Clearfield,CTP,258466548
16871,16871,Clearfield,CTP,85693966
17778,17778,Clearfield,CTP,190331220
15861,15861,Clearfield,CTP,164690435
15832,15832,Clearfield,CTP,291132129
16646,16646,Clearfield,CTP,46943909
16639,16639,Clearfield,CTP,121985319
16640,16640,Clearfield,CTP,36019709
15724,15724,Clearfield,CTP,106678327
16627,16627,Clearfield,CTP,83701845
16680,16680,Clearfield,CTP,19062395
16692,16692,Clearfield,CTP,51170718
16616,16616,Clearfield,CTP,4309517
16671,16671,Clearfield,CTP,6322530
15753,15753,Clearfield,CTP,98028926
16645,16645,Clearfield,CTP,4933411
16656,16656,Clearfield,CTP,70510167
15721,15721,Clearfield,CTP,5952399
16661,16661,Clearfield,CTP,58873903
15742,15742,Clearfield,CTP,74116512
15767,15767,Clearfield,CTP,414316315
15851,15851,Clearfield,CTP,251337985
15824,15824,Clearfield,CTP,172448623
16866,16866,Clearfield,CTP,406780640
16620,16620,Clearfield,CTP,1840063
16651,16651,Clearfield,CTP,102381003
16861,16861,Clearfield,CTP,36481348
16666,16666,Clearfield,CTP,60691889
15757,15757,Clearfield,CTP,220120732
16863,16863,Clearfield,CTP,64568896
16833,16833,Clearfield,CTP,180317551
16837,16837,Clearfield,CTP,2191631
16878,16878,Clearfield,CTP,74438325
16876,16876,Clearfield,CTP,2826364
16840,16840,Clearfield,CTP,893835
16860,16860,Clearfield,CTP,13154054
16821,16821,Clearfield,CTP,3569525
16849,16849,Clearfield,CTP,10201382
16879,16879,Clearfield,CTP,4429476
16847,16847,Clearfield,CTP,3179684
16858,16858,Clearfield,CTP,140512122
16838,16838,Clearfield,CTP,97169034
16825,16825,Clearfield,CTP,2015250
16855,16855,Clearfield,CTP,4841530
16843,16843,Clearfield,CTP,1878023
15866,15866,Clearfield,CTP,1996579
16881,16881,Clearfield,CTP,73752474
15848,15848,Clearfield,CTP,51875172
15865,15865,Clearfield,CTP,6276436
16830,16830,Clearfield,CTP,341874088
15856,15856,Clearfield,CTP,102065264
16839,16839,Clearfield,CTP,2878351
16834,16834,Clearfield,CTP,47233643
16859,16859,Clearfield,CTP,77886104
16836,16836,Clearfield,CTP,320381811
15801,15801,Clearfield,CTP,181678573
15849,15849,Clearfield,CTP,199444047
15840,15840,Clearfield,CTP,44693835
15823,15823,Clearfield,CTP,93025839
15868,15868,Clearfield,CTP,357313788
15846,15846,Clearfield,CTP,150458371
17921,17921,Columbia,CTP,90678204
17866,17866,Columbia,CTP,63154793
17945,17945,Columbia,CTP,2712790
17851,17851,Columbia,CTP,38812003
17920,17920,Columbia,CTP,5835636
17888,17888,Columbia,CTP,19485612
17858,17858,Columbia,CTP,821824
17967,17967,Columbia,CTP,89405723
17824,17824,Columbia,CTP,72684855
17820,17820,Columbia,CTP,224583906
17985,17985,Columbia,CTP,94663583
18246,18246,Columbia,CTP,5648440
18635,18635,Columbia,CTP,97820907
18631,18631,Columbia,CTP,3683974
17815,17815,Columbia,CTP,325597271
18603,18603,Columbia,CTP,138295520
17859,17859,Columbia,CTP,97855399
17878,17878,Columbia,CTP,56977961
18655,18655,Columbia,CTP,184895690
17772,17772,Columbia,CTP,60045094
17846,17846,Columbia,CTP,121319256
17756,17756,Columbia,CTP,279060687
17774,17774,Columbia,CTP,72813925
17814,17814,Columbia,CTP,331140958
17821,17821,Columbia,CTP,348111424
16317,16317,Crawford,CLE,78718241
16354,16354,Crawford,CLE,321242366
16328,16328,Crawford,CLE,1258077
16360,16360,Crawford,CLE,78877866
16404,16404,Crawford,CLE,227285915
16434,16434,Crawford,CLE,162682512
16438,16438,Crawford,CLE,265293064
16420,16420,Crawford,CLE,128295647
16407,16407,Crawford,CLE,293415526
16125,16125,Crawford,CLE,272397772
16130,16130,Crawford,CLE,79589276
16110,16110,Crawford,CLE,20370955
16134,16134,Crawford,CLE,122900779
16111,16111,Crawford,CLE,67911279
16131,16131,Crawford,CLE,60720318
16316,16316,Crawford,CLE,117975004
